environment,candidate,policy,threshold,latency,harm,containment,benign_cost,disruption,false_alert,benign_collateral,attack_collateral
collateral_quarter,t5_l1,revoke,5.0,1,16.0,0.25,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l1,deception_silent,5.0,1,7.409375,0.525,5.6,5.6,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l1,deception,5.0,1,7.409375,0.525,7.579166666666667,7.579166666666667,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l1,isolate,5.0,1,2.75,1.0,6.5,4.666666666666667,0.6666666666666666,1.8333333333333333,4.8125
collateral_quarter,t5_l3,revoke,5.0,3,17.5,0.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l3,deception_silent,5.0,3,8.275,0.365625,5.266666666666667,5.266666666666667,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l3,deception,5.0,3,8.275,0.365625,7.245833333333334,7.245833333333334,0.6666666666666666,0.0,0.0
collateral_quarter,t5_l3,isolate,5.0,3,4.25,1.0,5.833333333333333,4.333333333333333,0.6666666666666666,1.5,4.3125
collateral_quarter,t8_l0,revoke,8.0,0,17.5,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l0,deception_silent,8.0,0,7.809375,0.45,3.3208333333333333,3.3208333333333333,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l0,deception,8.0,0,7.703125,0.45,7.416666666666667,7.416666666666667,0.6125,0.0,0.0
collateral_quarter,t8_l0,isolate,8.0,0,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,t8_l1,revoke,8.0,1,17.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l1,deception_silent,8.0,1,8.171875,0.365625,2.975,2.975,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l1,deception,8.0,1,7.721875,0.45,6.804166666666666,6.804166666666666,0.6125,0.0,0.0
collateral_quarter,t8_l1,isolate,8.0,1,3.75,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,4.4375
collateral_quarter,t8_l3,revoke,8.0,3,17.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l3,deception_silent,8.0,3,8.671875,0.30625,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.0,0.0
collateral_quarter,t8_l3,deception,8.0,3,8.303125,0.365625,6.470833333333333,6.470833333333333,0.6125,0.0,0.0
collateral_quarter,t8_l3,isolate,8.0,3,5.25,1.0,0.0,0.0,0.3333333333333333,0.0,3.9375
collateral_quarter,t12_l0,revoke,12.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t12_l0,deception_silent,12.0,0,8.396875,0.34375,1.6416666666666666,1.6416666666666666,0.09166666666666666,0.0,0.0
collateral_quarter,t12_l0,deception,12.0,0,7.703125,0.45,5.533333333333333,5.533333333333333,0.5875,0.0,0.0
collateral_quarter,t12_l0,isolate,12.0,0,4.0,1.0,0.0,0.0,0.0,0.0,4.3125
collateral_quarter,t12_l1,revoke,12.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t12_l1,deception_silent,12.0,1,8.6875,0.30625,1.55,1.55,0.09166666666666666,0.0,0.0
collateral_quarter,t12_l1,deception,12.0,1,7.7875,0.45,4.283333333333333,4.283333333333333,0.5875,0.0,0.0
collateral_quarter,t12_l1,isolate,12.0,1,4.5,1.0,0.0,0.0,0.0,0.0,4.0625
collateral_quarter,t12_l3,revoke,12.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t12_l3,deception_silent,12.0,3,9.396875,0.184375,1.4583333333333333,1.4583333333333333,0.09166666666666666,0.0,0.0
collateral_quarter,t12_l3,deception,12.0,3,8.415625,0.365625,3.975,3.975,0.5875,0.0,0.0
collateral_quarter,t12_l3,isolate,12.0,3,6.25,1.0,0.0,0.0,0.0,0.0,3.5625
collateral_quarter,t20_l0,revoke,20.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t20_l0,deception_silent,20.0,0,9.55625,0.16875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t20_l0,deception,20.0,0,7.915625,0.409375,3.275,3.275,0.31666666666666665,0.0,0.0
collateral_quarter,t20_l0,isolate,20.0,0,6.75,1.0,0.0,0.0,0.0,0.0,3.125
collateral_quarter,t20_l1,revoke,20.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t20_l1,deception_silent,20.0,1,9.84375,0.071875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t20_l1,deception,20.0,1,8.425,0.34375,2.9458333333333333,2.9458333333333333,0.31666666666666665,0.0,0.0
collateral_quarter,t20_l1,isolate,20.0,1,7.5,1.0,0.0,0.0,0.0,0.0,2.875
collateral_quarter,t20_l3,revoke,20.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t20_l3,deception_silent,20.0,3,10.4,0.046875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t20_l3,deception,20.0,3,9.115625,0.30625,2.7,2.7,0.31666666666666665,0.0,0.0
collateral_quarter,t20_l3,isolate,20.0,3,9.0,1.0,0.0,0.0,0.0,0.0,2.375
collateral_quarter,t1000_l0,revoke,1000.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t1000_l0,deception_silent,1000.0,0,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l0,deception,1000.0,0,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l0,isolate,1000.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t1000_l1,revoke,1000.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t1000_l1,deception_silent,1000.0,1,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l1,deception,1000.0,1,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l1,isolate,1000.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t1000_l3,revoke,1000.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,t1000_l3,deception_silent,1000.0,3,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l3,deception,1000.0,3,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_quarter,t1000_l3,isolate,1000.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t3_l0,revoke,3.0,0,5.5,0.75,9.0,9.0,0.6666666666666666,0.0,0.0
collateral_one,t3_l0,deception_silent,3.0,0,1.63125,0.884375,9.958333333333334,9.958333333333334,0.6666666666666666,0.0,0.0
collateral_one,t3_l0,deception,3.0,0,1.63125,0.884375,9.958333333333334,9.958333333333334,0.6666666666666666,0.0,0.0
collateral_one,t3_l0,isolate,3.0,0,2.0,1.0,22.333333333333332,9.0,0.6666666666666666,13.333333333333334,20.25
collateral_one,t3_l1,revoke,3.0,1,16.0,0.25,8.333333333333334,8.333333333333334,0.6666666666666666,0.0,0.0
collateral_one,t3_l1,deception_silent,3.0,1,7.409375,0.525,9.291666666666666,9.291666666666666,0.6666666666666666,0.0,0.0
collateral_one,t3_l1,deception,3.0,1,7.409375,0.525,9.291666666666666,9.291666666666666,0.6666666666666666,0.0,0.0
collateral_one,t3_l1,isolate,3.0,1,2.75,1.0,21.0,8.333333333333334,0.6666666666666666,12.666666666666666,19.25
collateral_one,t3_l3,revoke,3.0,3,17.5,0.0,8.0,8.0,0.6666666666666666,0.0,0.0
collateral_one,t3_l3,deception_silent,3.0,3,8.275,0.365625,8.958333333333334,8.958333333333334,0.6666666666666666,0.0,0.0
collateral_one,t3_l3,deception,3.0,3,8.275,0.365625,8.958333333333334,8.958333333333334,0.6666666666666666,0.0,0.0
collateral_one,t3_l3,isolate,3.0,3,4.25,1.0,19.333333333333332,8.0,0.6666666666666666,11.333333333333334,17.25
collateral_one,t5_l0,revoke,5.0,0,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
collateral_one,t5_l0,deception_silent,5.0,0,1.63125,0.884375,6.841666666666667,6.841666666666667,0.6666666666666666,0.0,0.0
collateral_one,t5_l0,deception,5.0,0,1.63125,0.884375,8.245833333333334,8.245833333333334,0.6666666666666666,0.0,0.0
collateral_one,t5_l0,isolate,5.0,0,2.0,1.0,13.333333333333334,5.333333333333333,0.6666666666666666,8.0,20.25
collateral_one,t5_l1,revoke,5.0,1,16.0,0.25,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
collateral_one,t5_l1,deception_silent,5.0,1,7.409375,0.525,5.6,5.6,0.6666666666666666,0.0,0.0
collateral_one,t5_l1,deception,5.0,1,7.409375,0.525,7.579166666666667,7.579166666666667,0.6666666666666666,0.0,0.0
collateral_one,t5_l1,isolate,5.0,1,2.75,1.0,12.0,4.666666666666667,0.6666666666666666,7.333333333333333,19.25
collateral_one,t5_l3,revoke,5.0,3,17.5,0.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
collateral_one,t5_l3,deception_silent,5.0,3,8.275,0.365625,5.266666666666667,5.266666666666667,0.6666666666666666,0.0,0.0
collateral_one,t5_l3,deception,5.0,3,8.275,0.365625,7.245833333333334,7.245833333333334,0.6666666666666666,0.0,0.0
collateral_one,t5_l3,isolate,5.0,3,4.25,1.0,10.333333333333334,4.333333333333333,0.6666666666666666,6.0,17.25
collateral_one,t8_l0,revoke,8.0,0,17.5,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
collateral_one,t8_l0,deception_silent,8.0,0,7.809375,0.45,3.3208333333333333,3.3208333333333333,0.3333333333333333,0.0,0.0
collateral_one,t8_l0,deception,8.0,0,7.703125,0.45,7.416666666666667,7.416666666666667,0.6125,0.0,0.0
collateral_one,t8_l0,isolate,8.0,0,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,t8_l1,revoke,8.0,1,17.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
collateral_one,t8_l1,deception_silent,8.0,1,8.171875,0.365625,2.975,2.975,0.3333333333333333,0.0,0.0
collateral_one,t8_l1,deception,8.0,1,7.721875,0.45,6.804166666666666,6.804166666666666,0.6125,0.0,0.0
collateral_one,t8_l1,isolate,8.0,1,3.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,17.75
collateral_one,t8_l3,revoke,8.0,3,17.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
collateral_one,t8_l3,deception_silent,8.0,3,8.671875,0.30625,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.0,0.0
collateral_one,t8_l3,deception,8.0,3,8.303125,0.365625,6.470833333333333,6.470833333333333,0.6125,0.0,0.0
collateral_one,t8_l3,isolate,8.0,3,5.25,1.0,0.0,0.0,0.3333333333333333,0.0,15.75
collateral_one,t12_l0,revoke,12.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t12_l0,deception_silent,12.0,0,8.396875,0.34375,1.6416666666666666,1.6416666666666666,0.09166666666666666,0.0,0.0
collateral_one,t12_l0,deception,12.0,0,7.703125,0.45,5.533333333333333,5.533333333333333,0.5875,0.0,0.0
collateral_one,t12_l0,isolate,12.0,0,4.0,1.0,0.0,0.0,0.0,0.0,17.25
collateral_one,t12_l1,revoke,12.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t12_l1,deception_silent,12.0,1,8.6875,0.30625,1.55,1.55,0.09166666666666666,0.0,0.0
collateral_one,t12_l1,deception,12.0,1,7.7875,0.45,4.283333333333333,4.283333333333333,0.5875,0.0,0.0
collateral_one,t12_l1,isolate,12.0,1,4.5,1.0,0.0,0.0,0.0,0.0,16.25
collateral_one,t12_l3,revoke,12.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t12_l3,deception_silent,12.0,3,9.396875,0.184375,1.4583333333333333,1.4583333333333333,0.09166666666666666,0.0,0.0
collateral_one,t12_l3,deception,12.0,3,8.415625,0.365625,3.975,3.975,0.5875,0.0,0.0
collateral_one,t12_l3,isolate,12.0,3,6.25,1.0,0.0,0.0,0.0,0.0,14.25
collateral_one,t20_l0,revoke,20.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t20_l0,deception_silent,20.0,0,9.55625,0.16875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t20_l0,deception,20.0,0,7.915625,0.409375,3.275,3.275,0.31666666666666665,0.0,0.0
collateral_one,t20_l0,isolate,20.0,0,6.75,1.0,0.0,0.0,0.0,0.0,12.5
collateral_one,t20_l1,revoke,20.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t20_l1,deception_silent,20.0,1,9.84375,0.071875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t20_l1,deception,20.0,1,8.425,0.34375,2.9458333333333333,2.9458333333333333,0.31666666666666665,0.0,0.0
collateral_one,t20_l1,isolate,20.0,1,7.5,1.0,0.0,0.0,0.0,0.0,11.5
collateral_one,t20_l3,revoke,20.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t20_l3,deception_silent,20.0,3,10.4,0.046875,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t20_l3,deception,20.0,3,9.115625,0.30625,2.7,2.7,0.31666666666666665,0.0,0.0
collateral_one,t20_l3,isolate,20.0,3,9.0,1.0,0.0,0.0,0.0,0.0,9.5
collateral_one,t1000_l0,revoke,1000.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t1000_l0,deception_silent,1000.0,0,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l0,deception,1000.0,0,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l0,isolate,1000.0,0,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t1000_l1,revoke,1000.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t1000_l1,deception_silent,1000.0,1,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l1,deception,1000.0,1,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l1,isolate,1000.0,1,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t1000_l3,revoke,1000.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,t1000_l3,deception_silent,1000.0,3,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l3,deception,1000.0,3,12.54375,0.0,1.4583333333333333,1.4583333333333333,0.0,0.0,0.0
collateral_one,t1000_l3,isolate,1000.0,3,17.5,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t3_l0,revoke,3.0,0,4.328125,0.75,9.0,9.0,0.6666666666666666,0.0,0.0
background_empty,t3_l0,deception_silent,3.0,0,1.55625,0.884375,9.958333333333334,9.958333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l0,deception,3.0,0,1.55625,0.884375,9.958333333333334,9.958333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l0,isolate,3.0,0,2.0,1.0,9.0,9.0,0.6666666666666666,0.0,0.0
background_empty,t3_l1,revoke,3.0,1,10.078125,0.3125,8.333333333333334,8.333333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l1,deception_silent,3.0,1,4.6875,0.571875,9.291666666666666,9.291666666666666,0.6666666666666666,0.0,0.0
background_empty,t3_l1,deception,3.0,1,4.6875,0.571875,9.291666666666666,9.291666666666666,0.6666666666666666,0.0,0.0
background_empty,t3_l1,isolate,3.0,1,2.75,1.0,8.333333333333334,8.333333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l3,revoke,3.0,3,11.940625,0.040625,8.0,8.0,0.6666666666666666,0.0,0.0
background_empty,t3_l3,deception_silent,3.0,3,5.646875,0.403125,8.958333333333334,8.958333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l3,deception,3.0,3,5.646875,0.403125,8.958333333333334,8.958333333333334,0.6666666666666666,0.0,0.0
background_empty,t3_l3,isolate,3.0,3,4.259375,1.0,8.0,8.0,0.6666666666666666,0.0,0.0
background_empty,t5_l0,revoke,5.0,0,4.328125,0.75,5.383333333333334,5.383333333333334,0.6666666666666666,0.0,0.0
background_empty,t5_l0,deception_silent,5.0,0,1.55625,0.884375,6.875,6.875,0.6666666666666666,0.0,0.0
background_empty,t5_l0,deception,5.0,0,1.55625,0.884375,8.2625,8.2625,0.6666666666666666,0.0,0.0
background_empty,t5_l0,isolate,5.0,0,2.0,1.0,5.383333333333334,5.383333333333334,0.6666666666666666,0.0,0.0
background_empty,t5_l1,revoke,5.0,1,10.078125,0.3125,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
background_empty,t5_l1,deception_silent,5.0,1,4.6875,0.571875,5.608333333333333,5.608333333333333,0.6666666666666666,0.0,0.0
background_empty,t5_l1,deception,5.0,1,4.6875,0.571875,7.579166666666667,7.579166666666667,0.6666666666666666,0.0,0.0
background_empty,t5_l1,isolate,5.0,1,2.75,1.0,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
background_empty,t5_l3,revoke,5.0,3,11.940625,0.040625,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
background_empty,t5_l3,deception_silent,5.0,3,5.646875,0.403125,5.275,5.275,0.6666666666666666,0.0,0.0
background_empty,t5_l3,deception,5.0,3,5.646875,0.403125,7.245833333333334,7.245833333333334,0.6666666666666666,0.0,0.0
background_empty,t5_l3,isolate,5.0,3,4.259375,1.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
background_empty,t8_l0,revoke,8.0,0,11.39375,0.090625,0.8125,0.8125,0.3333333333333333,0.0,0.0
background_empty,t8_l0,deception_silent,8.0,0,5.04375,0.50625,3.3916666666666666,3.3916666666666666,0.3333333333333333,0.0,0.0
background_empty,t8_l0,deception,8.0,0,4.9375,0.50625,7.454166666666667,7.454166666666667,0.6125,0.0,0.0
background_empty,t8_l0,isolate,8.0,0,3.0,1.0,0.8125,0.8125,0.3333333333333333,0.0,0.0
background_empty,t8_l1,revoke,8.0,1,11.8375,0.040625,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.0,0.0
background_empty,t8_l1,deception_silent,8.0,1,5.525,0.403125,3.0416666666666665,3.0416666666666665,0.3333333333333333,0.0,0.0
background_empty,t8_l1,deception,8.0,1,5.16875,0.475,6.829166666666667,6.829166666666667,0.6125,0.0,0.0
background_empty,t8_l1,isolate,8.0,1,3.75,1.0,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.0,0.0
background_empty,t8_l3,revoke,8.0,3,12.4,0.00625,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.0,0.0
background_empty,t8_l3,deception_silent,8.0,3,6.35625,0.33125,2.745833333333333,2.745833333333333,0.3333333333333333,0.0,0.0
background_empty,t8_l3,deception,8.0,3,6.034375,0.3875,6.5,6.5,0.6125,0.0,0.0
background_empty,t8_l3,isolate,8.0,3,5.259375,1.0,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.0,0.0
background_empty,t12_l0,revoke,12.0,0,11.9375,0.01875,0.0,0.0,0.0,0.0,0.0
background_empty,t12_l0,deception_silent,12.0,0,5.7625,0.38125,1.675,1.675,0.1,0.0,0.0
background_empty,t12_l0,deception,12.0,0,5.159375,0.471875,5.558333333333334,5.558333333333334,0.5916666666666667,0.0,0.0
background_empty,t12_l0,isolate,12.0,0,4.01875,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t12_l1,revoke,12.0,1,12.15625,0.00625,0.0,0.0,0.0,0.0,0.0
background_empty,t12_l1,deception_silent,12.0,1,6.146875,0.33125,1.575,1.575,0.1,0.0,0.0
background_empty,t12_l1,deception,12.0,1,5.3625,0.4625,4.304166666666666,4.304166666666666,0.5916666666666667,0.0,0.0
background_empty,t12_l1,isolate,12.0,1,4.528125,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t12_l3,revoke,12.0,3,12.71875,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t12_l3,deception_silent,12.0,3,7.21875,0.2125,1.475,1.475,0.1,0.0,0.0
background_empty,t12_l3,deception,12.0,3,6.303125,0.3875,3.995833333333333,3.995833333333333,0.5916666666666667,0.0,0.0
background_empty,t12_l3,isolate,12.0,3,6.278125,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l0,revoke,20.0,0,13.05625,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l0,deception_silent,20.0,0,7.453125,0.2,1.475,1.475,0.0,0.0,0.0
background_empty,t20_l0,deception,20.0,0,5.8375,0.4375,3.308333333333333,3.308333333333333,0.32083333333333336,0.0,0.0
background_empty,t20_l0,isolate,20.0,0,6.80625,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l1,revoke,20.0,1,13.36875,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l1,deception_silent,20.0,1,7.934375,0.075,1.475,1.475,0.0,0.0,0.0
background_empty,t20_l1,deception,20.0,1,6.515625,0.365625,2.9791666666666665,2.9791666666666665,0.32083333333333336,0.0,0.0
background_empty,t20_l1,isolate,20.0,1,7.546875,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l3,revoke,20.0,3,14.325,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t20_l3,deception_silent,20.0,3,8.7125,0.05,1.475,1.475,0.0,0.0,0.0
background_empty,t20_l3,deception,20.0,3,7.428125,0.328125,2.7291666666666665,2.7291666666666665,0.32083333333333336,0.0,0.0
background_empty,t20_l3,isolate,20.0,3,9.071875,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l0,revoke,1000.0,0,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l0,deception_silent,1000.0,0,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l0,deception,1000.0,0,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l0,isolate,1000.0,0,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l1,revoke,1000.0,1,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l1,deception_silent,1000.0,1,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l1,deception,1000.0,1,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l1,isolate,1000.0,1,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l3,revoke,1000.0,3,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
background_empty,t1000_l3,deception_silent,1000.0,3,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l3,deception,1000.0,3,12.559375,0.0,1.475,1.475,0.0,0.0,0.0
background_empty,t1000_l3,isolate,1000.0,3,17.63125,0.0,0.0,0.0,0.0,0.0,0.0
recognition_half,t3_l0,revoke,3.0,0,5.5,0.75,9.0,9.0,0.6666666666666666,0.0,0.0
recognition_half,t3_l0,deception_silent,3.0,0,2.021875,0.884375,9.7375,9.7375,0.6666666666666666,0.0,0.0
recognition_half,t3_l0,deception,3.0,0,2.021875,0.884375,9.7375,9.7375,0.6666666666666666,0.0,0.0
recognition_half,t3_l0,isolate,3.0,0,2.0,1.0,9.0,9.0,0.6666666666666666,0.0,0.0
recognition_half,t3_l1,revoke,3.0,1,16.0,0.25,8.333333333333334,8.333333333333334,0.6666666666666666,0.0,0.0
recognition_half,t3_l1,deception_silent,3.0,1,8.16875,0.525,9.070833333333333,9.070833333333333,0.6666666666666666,0.0,0.0
recognition_half,t3_l1,deception,3.0,1,8.16875,0.525,9.070833333333333,9.070833333333333,0.6666666666666666,0.0,0.0
recognition_half,t3_l1,isolate,3.0,1,2.75,1.0,8.333333333333334,8.333333333333334,0.6666666666666666,0.0,0.0
recognition_half,t3_l3,revoke,3.0,3,17.5,0.0,8.0,8.0,0.6666666666666666,0.0,0.0
recognition_half,t3_l3,deception_silent,3.0,3,8.753125,0.415625,8.7375,8.7375,0.6666666666666666,0.0,0.0
recognition_half,t3_l3,deception,3.0,3,8.753125,0.415625,8.7375,8.7375,0.6666666666666666,0.0,0.0
recognition_half,t3_l3,isolate,3.0,3,4.25,1.0,8.0,8.0,0.6666666666666666,0.0,0.0
recognition_half,t5_l0,revoke,5.0,0,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
recognition_half,t5_l0,deception_silent,5.0,0,2.021875,0.884375,6.5375,6.5375,0.6666666666666666,0.0,0.0
recognition_half,t5_l0,deception,5.0,0,2.021875,0.884375,8.025,8.025,0.6666666666666666,0.0,0.0
recognition_half,t5_l0,isolate,5.0,0,2.0,1.0,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
recognition_half,t5_l1,revoke,5.0,1,16.0,0.25,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
recognition_half,t5_l1,deception_silent,5.0,1,8.16875,0.525,5.6125,5.6125,0.6666666666666666,0.0,0.0
recognition_half,t5_l1,deception,5.0,1,8.16875,0.525,7.358333333333333,7.358333333333333,0.6666666666666666,0.0,0.0
recognition_half,t5_l1,isolate,5.0,1,2.75,1.0,4.666666666666667,4.666666666666667,0.6666666666666666,0.0,0.0
recognition_half,t5_l3,revoke,5.0,3,17.5,0.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
recognition_half,t5_l3,deception_silent,5.0,3,8.753125,0.415625,5.279166666666667,5.279166666666667,0.6666666666666666,0.0,0.0
recognition_half,t5_l3,deception,5.0,3,8.753125,0.415625,7.025,7.025,0.6666666666666666,0.0,0.0
recognition_half,t5_l3,isolate,5.0,3,4.25,1.0,4.333333333333333,4.333333333333333,0.6666666666666666,0.0,0.0
recognition_half,t8_l0,revoke,8.0,0,17.5,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
recognition_half,t8_l0,deception_silent,8.0,0,8.553125,0.45,2.6458333333333335,2.6458333333333335,0.3333333333333333,0.0,0.0
recognition_half,t8_l0,deception,8.0,0,8.5,0.45,7.195833333333334,7.195833333333334,0.6125,0.0,0.0
recognition_half,t8_l0,isolate,8.0,0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0
recognition_half,t8_l1,revoke,8.0,1,17.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
recognition_half,t8_l1,deception_silent,8.0,1,8.7375,0.41875,2.2916666666666665,2.2916666666666665,0.3333333333333333,0.0,0.0
recognition_half,t8_l1,deception,8.0,1,8.51875,0.45,6.583333333333333,6.583333333333333,0.6125,0.0,0.0
recognition_half,t8_l1,isolate,8.0,1,3.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
recognition_half,t8_l3,revoke,8.0,3,17.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
recognition_half,t8_l3,deception_silent,8.0,3,9.19375,0.353125,1.9833333333333334,1.9833333333333334,0.3333333333333333,0.0,0.0
