environment,candidate,policy,split,scenario,harmful_actions,contained,benign_cost,false_positive,disrupted_actions,collateral_disrupted_calls
adaptive_avoidance,t8_l1,deception,family_shift,benign_recovery,0.0,1.0,14.485,1.0,14.485,0.0
adaptive_avoidance,t12_l0,deception_silent,test,fast,4.125,0.55,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,test,switcher,10.285,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,test,slow,3.55,0.555,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,test,benign_admin,0.0,0.0,1.185,0.0,1.185,0.0
adaptive_avoidance,t12_l0,deception_silent,test,benign_drill,0.0,0.0,1.695,0.0,1.695,0.0
adaptive_avoidance,t12_l0,deception_silent,family_shift,patient,3.265,0.585,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,family_shift,cycler,8.13,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,deception_silent,family_shift,benign_burst,0.0,1.0,8.6,1.0,8.6,0.0
adaptive_avoidance,t12_l0,deception_silent,family_shift,benign_recovery,0.0,0.0,1.895,0.0,1.895,0.0
adaptive_avoidance,t5_l0,deception_silent,test,fast,0.83,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,test,benign_admin,0.0,1.0,5.96,1.0,5.96,0.0
adaptive_avoidance,t5_l0,deception_silent,test,benign_drill,0.0,1.0,14.57,1.0,14.57,0.0
adaptive_avoidance,t5_l0,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,deception_silent,family_shift,benign_burst,0.0,1.0,17.64,1.0,17.64,0.0
adaptive_avoidance,t5_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,13.325,1.0,13.325,0.0
adaptive_avoidance,t5_l1,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,test,switcher,2.725,0.54,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,test,slow,0.82,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,test,benign_admin,0.0,1.0,4.96,1.0,4.96,0.0
adaptive_avoidance,t5_l1,deception_silent,test,benign_drill,0.0,1.0,11.33,1.0,11.33,0.0
adaptive_avoidance,t5_l1,deception_silent,family_shift,patient,0.775,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,family_shift,cycler,2.575,0.505,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l1,deception_silent,family_shift,benign_burst,0.0,1.0,16.64,1.0,16.64,0.0
adaptive_avoidance,t5_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,12.325,1.0,12.325,0.0
adaptive_avoidance,t8_l0,deception_silent,test,fast,2.505,0.675,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,test,switcher,3.265,0.54,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,test,benign_admin,0.0,0.0,1.185,0.0,1.185,0.0
adaptive_avoidance,t8_l0,deception_silent,test,benign_drill,0.0,1.0,7.5,1.0,7.5,0.0
adaptive_avoidance,t8_l0,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,family_shift,cycler,3.08,0.505,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,deception_silent,family_shift,benign_burst,0.0,1.0,13.26,1.0,13.26,0.0
adaptive_avoidance,t8_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,8.695,1.0,8.695,0.0
adaptive_avoidance,t8_l1,deception_silent,test,fast,3.575,0.55,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,test,switcher,10.285,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,test,slow,2.075,0.68,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,test,benign_admin,0.0,0.0,1.185,0.0,1.185,0.0
adaptive_avoidance,t8_l1,deception_silent,test,benign_drill,0.0,1.0,6.445,1.0,6.445,0.0
adaptive_avoidance,t8_l1,deception_silent,family_shift,patient,1.825,0.69,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,family_shift,cycler,8.13,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,deception_silent,family_shift,benign_burst,0.0,1.0,12.26,1.0,12.26,0.0
adaptive_avoidance,t8_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,7.695,1.0,7.695,0.0
adaptive_avoidance,t12_l0,isolate,test,fast,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,switcher,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,slow,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,avoider,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,family_shift,patient,5.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,family_shift,cycler,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,isolate,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
adaptive_avoidance,t12_l0,isolate,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,switcher,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
adaptive_avoidance,t5_l0,isolate,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
adaptive_avoidance,t5_l0,isolate,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,family_shift,cycler,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,isolate,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
adaptive_avoidance,t5_l0,isolate,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
adaptive_avoidance,t8_l0,isolate,test,fast,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,switcher,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,slow,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,avoider,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,test,benign_drill,0.0,1.0,2.0,1.0,2.0,0.0
adaptive_avoidance,t8_l0,isolate,family_shift,patient,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,family_shift,cycler,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l0,isolate,family_shift,benign_burst,0.0,1.0,12.0,1.0,12.0,0.0
adaptive_avoidance,t8_l0,isolate,family_shift,benign_recovery,0.0,1.0,7.0,1.0,7.0,0.0
adaptive_avoidance,t8_l1,isolate,test,fast,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,switcher,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,slow,3.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,avoider,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,test,benign_drill,0.0,1.0,1.0,1.0,1.0,0.0
adaptive_avoidance,t8_l1,isolate,family_shift,patient,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,family_shift,cycler,4.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,isolate,family_shift,benign_burst,0.0,1.0,11.0,1.0,11.0,0.0
adaptive_avoidance,t8_l1,isolate,family_shift,benign_recovery,0.0,1.0,6.0,1.0,6.0,0.0
adaptive_avoidance,t12_l0,revoke,test,fast,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,slow,8.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,family_shift,patient,6.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t12_l0,revoke,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
adaptive_avoidance,t12_l0,revoke,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
adaptive_avoidance,t5_l0,revoke,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
adaptive_avoidance,t5_l0,revoke,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t5_l0,revoke,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
adaptive_avoidance,t5_l0,revoke,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
adaptive_avoidance,t8_l1,revoke,test,fast,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,switcher,16.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,slow,8.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,test,benign_drill,0.0,1.0,1.0,1.0,1.0,0.0
adaptive_avoidance,t8_l1,revoke,family_shift,patient,6.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,family_shift,cycler,13.0,0.0,0.0,0.0,0.0,0.0
adaptive_avoidance,t8_l1,revoke,family_shift,benign_burst,0.0,1.0,11.0,1.0,11.0,0.0
adaptive_avoidance,t8_l1,revoke,family_shift,benign_recovery,0.0,1.0,6.0,1.0,6.0,0.0
combined,t1000_l0,deception,test,fast,20.395,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,test,switcher,14.04,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,test,slow,5.975,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,test,avoider,23.0,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,test,benign_admin,0.0,0.0,0.695,0.0,0.695,0.0
combined,t1000_l0,deception,test,benign_drill,0.0,0.0,1.595,0.0,1.595,0.0
combined,t1000_l0,deception,family_shift,patient,4.305,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,family_shift,cycler,11.57,0.0,0.0,0.0,0.0,0.0
combined,t1000_l0,deception,family_shift,benign_burst,0.0,0.0,1.195,0.0,1.195,0.0
combined,t1000_l0,deception,family_shift,benign_recovery,0.0,0.0,1.44,0.0,1.44,0.0
combined,t12_l0,deception,test,fast,8.195,0.38,0.0,0.0,0.0,0.0
combined,t12_l0,deception,test,switcher,7.59,0.275,0.0,0.0,0.0,0.0
combined,t12_l0,deception,test,slow,4.26,0.415,0.0,0.0,0.0,0.0
combined,t12_l0,deception,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t12_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,deception,test,benign_admin,0.0,0.535,1.785,0.535,1.785,0.0
combined,t12_l0,deception,test,benign_drill,0.0,0.66,7.42,0.66,7.42,0.0
combined,t12_l0,deception,family_shift,patient,3.53,0.405,0.0,0.0,0.0,0.0
combined,t12_l0,deception,family_shift,cycler,6.955,0.27,0.0,0.0,0.0,0.0
combined,t12_l0,deception,family_shift,benign_burst,0.0,1.0,11.905,1.0,11.905,0.0
combined,t12_l0,deception,family_shift,benign_recovery,0.0,0.885,9.445,0.885,9.445,0.0
combined,t20_l0,deception,test,fast,9.495,0.245,0.0,0.0,0.0,0.0
combined,t20_l0,deception,test,switcher,7.87,0.275,0.0,0.0,0.0,0.0
combined,t20_l0,deception,test,slow,4.83,0.3,0.0,0.0,0.0,0.0
combined,t20_l0,deception,test,avoider,19.675,0.0,0.0,0.0,0.0,0.0
combined,t20_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t20_l0,deception,test,benign_admin,0.0,0.005,0.7,0.005,0.7,0.0
combined,t20_l0,deception,test,benign_drill,0.0,0.42,4.46,0.42,4.46,0.0
combined,t20_l0,deception,family_shift,patient,3.85,0.305,0.0,0.0,0.0,0.0
combined,t20_l0,deception,family_shift,cycler,7.015,0.27,0.0,0.0,0.0,0.0
combined,t20_l0,deception,family_shift,benign_burst,0.0,0.75,6.595,0.75,6.595,0.0
combined,t20_l0,deception,family_shift,benign_recovery,0.0,0.44,3.755,0.44,3.755,0.0
combined,t5_l0,deception,test,fast,1.445,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception,test,switcher,7.59,0.275,0.0,0.0,0.0,0.0
combined,t5_l0,deception,test,slow,1.35,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception,test,benign_admin,0.0,1.0,7.58,1.0,7.58,0.0
combined,t5_l0,deception,test,benign_drill,0.0,1.0,13.39,1.0,13.39,0.0
combined,t5_l0,deception,family_shift,patient,1.34,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception,family_shift,cycler,6.955,0.27,0.0,0.0,0.0,0.0
combined,t5_l0,deception,family_shift,benign_burst,0.0,1.0,17.475,1.0,17.475,0.0
combined,t5_l0,deception,family_shift,benign_recovery,0.0,1.0,14.22,1.0,14.22,0.0
combined,t5_l1,deception,test,fast,7.68,0.465,0.0,0.0,0.0,0.0
combined,t5_l1,deception,test,switcher,7.59,0.275,0.0,0.0,0.0,0.0
combined,t5_l1,deception,test,slow,1.35,1.0,0.0,0.0,0.0,0.0
combined,t5_l1,deception,test,avoider,16.75,0.165,0.0,0.0,0.0,0.0
combined,t5_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l1,deception,test,benign_admin,0.0,1.0,6.58,1.0,6.58,0.0
combined,t5_l1,deception,test,benign_drill,0.0,1.0,12.35,1.0,12.35,0.0
combined,t5_l1,deception,family_shift,patient,1.34,1.0,0.0,0.0,0.0,0.0
combined,t5_l1,deception,family_shift,cycler,6.955,0.27,0.0,0.0,0.0,0.0
combined,t5_l1,deception,family_shift,benign_burst,0.0,1.0,16.505,1.0,16.505,0.0
combined,t5_l1,deception,family_shift,benign_recovery,0.0,1.0,13.22,1.0,13.22,0.0
combined,t8_l1,deception,test,fast,8.315,0.38,0.0,0.0,0.0,0.0
combined,t8_l1,deception,test,switcher,7.59,0.275,0.0,0.0,0.0,0.0
combined,t8_l1,deception,test,slow,4.045,0.47,0.0,0.0,0.0,0.0
combined,t8_l1,deception,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t8_l1,deception,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,deception,test,benign_admin,0.0,0.535,4.495,0.535,4.495,0.0
combined,t8_l1,deception,test,benign_drill,0.0,1.0,8.39,1.0,8.39,0.0
combined,t8_l1,deception,family_shift,patient,3.29,0.46,0.0,0.0,0.0,0.0
combined,t8_l1,deception,family_shift,cycler,6.955,0.27,0.0,0.0,0.0,0.0
combined,t8_l1,deception,family_shift,benign_burst,0.0,1.0,13.325,1.0,13.325,0.0
combined,t8_l1,deception,family_shift,benign_recovery,0.0,1.0,11.26,1.0,11.26,0.0
combined,t12_l0,deception_silent,test,fast,9.27,0.28,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,test,switcher,9.52,0.13,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,test,slow,4.87,0.33,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,test,benign_admin,0.0,0.0,0.695,0.0,0.695,0.0
combined,t12_l0,deception_silent,test,benign_drill,0.0,0.005,1.605,0.005,1.605,0.0
combined,t12_l0,deception_silent,family_shift,patient,4.06,0.31,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,family_shift,cycler,8.39,0.135,0.0,0.0,0.0,0.0
combined,t12_l0,deception_silent,family_shift,benign_burst,0.0,1.0,7.945,1.0,7.945,0.0
combined,t12_l0,deception_silent,family_shift,benign_recovery,0.0,0.0,1.44,0.0,1.44,0.0
combined,t5_l0,deception_silent,test,fast,1.445,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,test,switcher,7.59,0.275,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,test,slow,1.35,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,test,benign_admin,0.0,1.0,5.56,1.0,5.56,0.0
combined,t5_l0,deception_silent,test,benign_drill,0.0,1.0,12.51,1.0,12.51,0.0
combined,t5_l0,deception_silent,family_shift,patient,1.34,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,family_shift,cycler,6.955,0.27,0.0,0.0,0.0,0.0
combined,t5_l0,deception_silent,family_shift,benign_burst,0.0,1.0,17.325,1.0,17.325,0.0
combined,t5_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,12.71,1.0,12.71,0.0
combined,t8_l0,deception_silent,test,fast,7.68,0.465,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,test,switcher,7.68,0.275,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,test,slow,4.14,0.47,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,test,avoider,16.75,0.165,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,test,benign_admin,0.0,0.0,0.695,0.0,0.695,0.0
combined,t8_l0,deception_silent,test,benign_drill,0.0,1.0,4.66,1.0,4.66,0.0
combined,t8_l0,deception_silent,family_shift,patient,3.375,0.46,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,family_shift,cycler,7.015,0.27,0.0,0.0,0.0,0.0
combined,t8_l0,deception_silent,family_shift,benign_burst,0.0,1.0,12.665,1.0,12.665,0.0
combined,t8_l0,deception_silent,family_shift,benign_recovery,0.0,1.0,8.11,1.0,8.11,0.0
combined,t8_l1,deception_silent,test,fast,9.17,0.28,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,test,switcher,8.87,0.185,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,test,slow,4.14,0.47,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,test,benign_admin,0.0,0.0,0.695,0.0,0.695,0.0
combined,t8_l1,deception_silent,test,benign_drill,0.0,1.0,3.555,1.0,3.555,0.0
combined,t8_l1,deception_silent,family_shift,patient,3.375,0.46,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,family_shift,cycler,7.675,0.21,0.0,0.0,0.0,0.0
combined,t8_l1,deception_silent,family_shift,benign_burst,0.0,1.0,11.665,1.0,11.665,0.0
combined,t8_l1,deception_silent,family_shift,benign_recovery,0.0,1.0,7.11,1.0,7.11,0.0
combined,t12_l0,isolate,test,fast,14.755,0.285,4.74625,0.0,0.0,4.74625
combined,t12_l0,isolate,test,switcher,11.8,0.28,4.75,0.0,0.0,4.75
combined,t12_l0,isolate,test,slow,6.795,0.29,2.9925,0.0,0.0,2.9925
combined,t12_l0,isolate,test,avoider,16.25,0.195,4.75,0.0,0.0,4.75
combined,t12_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,isolate,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,isolate,family_shift,patient,5.76,0.225,1.0,0.0,0.0,1.0
combined,t12_l0,isolate,family_shift,cycler,10.39,0.235,4.75,0.0,0.0,4.75
combined,t12_l0,isolate,family_shift,benign_burst,0.0,1.0,9.25,1.0,7.0,2.25
combined,t12_l0,isolate,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,isolate,test,fast,2.0,1.0,5.25,0.0,0.0,5.25
combined,t5_l0,isolate,test,switcher,11.24,0.28,5.25,0.0,0.0,5.25
combined,t5_l0,isolate,test,slow,2.0,1.0,4.5,0.0,0.0,4.5
combined,t5_l0,isolate,test,avoider,2.0,1.0,5.25,0.0,0.0,5.25
combined,t5_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,isolate,test,benign_admin,0.0,1.0,7.25,1.0,5.0,2.25
combined,t5_l0,isolate,test,benign_drill,0.0,1.0,14.75,1.0,11.0,3.75
combined,t5_l0,isolate,family_shift,patient,2.0,1.0,4.0,0.0,0.0,4.0
combined,t5_l0,isolate,family_shift,cycler,9.92,0.235,5.25,0.0,0.0,5.25
combined,t5_l0,isolate,family_shift,benign_burst,0.0,1.0,22.25,1.0,17.0,5.25
combined,t5_l0,isolate,family_shift,benign_recovery,0.0,1.0,15.75,1.0,12.0,3.75
combined,t8_l0,isolate,test,fast,13.565,0.37,5.0,0.0,0.0,5.0
combined,t8_l0,isolate,test,switcher,11.52,0.28,5.0,0.0,0.0,5.0
combined,t8_l0,isolate,test,slow,6.005,0.395,3.75,0.0,0.0,3.75
combined,t8_l0,isolate,test,avoider,14.19,0.32,5.0,0.0,0.0,5.0
combined,t8_l0,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,isolate,test,benign_drill,0.0,1.0,2.85625,1.0,2.085,0.77125
combined,t8_l0,isolate,family_shift,patient,5.215,0.32,2.13,0.0,0.0,2.13
combined,t8_l0,isolate,family_shift,cycler,10.155,0.235,5.0,0.0,0.0,5.0
combined,t8_l0,isolate,family_shift,benign_burst,0.0,1.0,15.75,1.0,12.0,3.75
combined,t8_l0,isolate,family_shift,benign_recovery,0.0,1.0,9.25,1.0,7.0,2.25
combined,t8_l1,isolate,test,fast,14.74,0.285,4.75,0.0,0.0,4.75
combined,t8_l1,isolate,test,switcher,11.8,0.28,4.75,0.0,0.0,4.75
combined,t8_l1,isolate,test,slow,6.005,0.395,3.5,0.0,0.0,3.5
combined,t8_l1,isolate,test,avoider,16.25,0.195,4.75,0.0,0.0,4.75
combined,t8_l1,isolate,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,isolate,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,isolate,test,benign_drill,0.0,1.0,1.58125,1.0,1.06,0.52125
combined,t8_l1,isolate,family_shift,patient,5.215,0.32,1.88,0.0,0.0,1.88
combined,t8_l1,isolate,family_shift,cycler,10.39,0.235,4.75,0.0,0.0,4.75
combined,t8_l1,isolate,family_shift,benign_burst,0.0,1.0,14.5,1.0,11.0,3.5
combined,t8_l1,isolate,family_shift,benign_recovery,0.0,1.0,8.0,1.0,6.0,2.0
