environment,budget,alert_limit,policy,candidate,split,calibration_feasible,heldout_feasible,harm,containment,benign_cost,disruption,false_alert,benign_collateral,attack_collateral
reliability_half,12.0,0.67,deception_silent,t5_l0,family_shift,True,False,1.675,0.7525,15.4825,15.4825,1.0,0.0,0.0
reliability_half,12.0,0.67,deception,t5_l0,test,True,True,1.59375,0.885,8.375,8.375,0.6666666666666666,0.0,0.0
reliability_half,12.0,0.67,deception,t5_l0,family_shift,True,False,1.675,0.7525,16.9675,16.9675,1.0,0.0,0.0
reliability_half,12.0,0.67,isolate,t5_l0,test,True,True,3.54,0.89,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
reliability_half,12.0,0.67,isolate,t5_l0,family_shift,True,False,4.42,0.78,14.5,14.5,1.0,0.0,0.0
collateral_quarter,0.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,0.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,0.0,0.34,deception_silent,,test,False,False,,,,,,,
collateral_quarter,0.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
collateral_quarter,0.0,0.34,deception,,test,False,False,,,,,,,
collateral_quarter,0.0,0.34,deception,,family_shift,False,False,,,,,,,
collateral_quarter,0.0,0.34,isolate,t12_l0,test,True,True,4.0,1.0,0.0,0.0,0.0,0.0,4.3125
collateral_quarter,0.0,0.34,isolate,t12_l0,family_shift,True,False,4.5,1.0,4.625,3.5,0.5,1.125,2.875
collateral_quarter,0.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,0.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,0.0,0.67,deception_silent,,test,False,False,,,,,,,
collateral_quarter,0.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
collateral_quarter,0.0,0.67,deception,,test,False,False,,,,,,,
collateral_quarter,0.0,0.67,deception,,family_shift,False,False,,,,,,,
collateral_quarter,0.0,0.67,isolate,t12_l0,test,True,True,4.0,1.0,0.0,0.0,0.0,0.0,4.3125
collateral_quarter,0.0,0.67,isolate,t12_l0,family_shift,True,False,4.5,1.0,4.625,3.5,0.5,1.125,2.875
collateral_quarter,1.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,1.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,1.0,0.34,deception_silent,,test,False,False,,,,,,,
collateral_quarter,1.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
collateral_quarter,1.0,0.34,deception,,test,False,False,,,,,,,
collateral_quarter,1.0,0.34,deception,,family_shift,False,False,,,,,,,
collateral_quarter,1.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,1.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,1.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,1.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,1.0,0.67,deception_silent,,test,False,False,,,,,,,
collateral_quarter,1.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
collateral_quarter,1.0,0.67,deception,,test,False,False,,,,,,,
collateral_quarter,1.0,0.67,deception,,family_shift,False,False,,,,,,,
collateral_quarter,1.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,1.0,0.67,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,3.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,3.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,3.0,0.34,deception_silent,t8_l1,test,True,True,8.15875,0.375,2.955,2.955,0.3333333333333333,0.0,0.0
collateral_quarter,3.0,0.34,deception_silent,t8_l1,family_shift,True,False,2.7625,0.4875,10.1975,10.1975,1.0,0.0,0.0
collateral_quarter,3.0,0.34,deception,t20_l1,test,True,True,8.40875,0.34375,2.9283333333333332,2.9283333333333332,0.305,0.0,0.0
collateral_quarter,3.0,0.34,deception,t20_l1,family_shift,True,False,3.335,0.435,8.2675,8.2675,0.9275,0.0,0.0
collateral_quarter,3.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,3.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,3.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,3.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,3.0,0.67,deception_silent,t8_l1,test,True,True,8.15875,0.375,2.955,2.955,0.3333333333333333,0.0,0.0
collateral_quarter,3.0,0.67,deception_silent,t8_l1,family_shift,True,False,2.7625,0.4875,10.1975,10.1975,1.0,0.0,0.0
collateral_quarter,3.0,0.67,deception,t20_l1,test,True,True,8.40875,0.34375,2.9283333333333332,2.9283333333333332,0.305,0.0,0.0
collateral_quarter,3.0,0.67,deception,t20_l1,family_shift,True,False,3.335,0.435,8.2675,8.2675,0.9275,0.0,0.0
collateral_quarter,3.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,3.0,0.67,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,6.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,6.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,6.0,0.34,deception_silent,t8_l0,test,True,True,7.64375,0.47375,3.3066666666666666,3.3066666666666666,0.3333333333333333,0.0,0.0
collateral_quarter,6.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.31,0.5975,11.1975,11.1975,1.0,0.0,0.0
collateral_quarter,6.0,0.34,deception,t20_l0,test,True,True,7.865,0.41125,3.2516666666666665,3.2516666666666665,0.305,0.0,0.0
collateral_quarter,6.0,0.34,deception,t20_l0,family_shift,True,False,2.445,0.545,9.18,9.18,0.9275,0.0,0.0
collateral_quarter,6.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,6.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,6.0,0.67,revoke,t5_l0,test,True,True,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
collateral_quarter,6.0,0.67,revoke,t5_l0,family_shift,True,False,7.5,0.5,14.5,14.5,1.0,0.0,0.0
collateral_quarter,6.0,0.67,deception_silent,t5_l1,test,True,True,7.2625,0.55375,5.645,5.645,0.6666666666666666,0.0,0.0
collateral_quarter,6.0,0.67,deception_silent,t5_l1,family_shift,True,False,1.675,0.7525,14.4825,14.4825,1.0,0.0,0.0
collateral_quarter,6.0,0.67,deception,t12_l0,test,True,True,7.51375,0.47375,5.483333333333333,5.483333333333333,0.57,0.0,0.0
collateral_quarter,6.0,0.67,deception,t12_l0,family_shift,True,False,2.2,0.5975,13.6725,13.6725,0.995,0.0,0.0
collateral_quarter,6.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,6.0,0.67,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,12.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_quarter,12.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_quarter,12.0,0.34,deception_silent,t8_l0,test,True,True,7.64375,0.47375,3.3066666666666666,3.3066666666666666,0.3333333333333333,0.0,0.0
collateral_quarter,12.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.31,0.5975,11.1975,11.1975,1.0,0.0,0.0
collateral_quarter,12.0,0.34,deception,t20_l0,test,True,True,7.865,0.41125,3.2516666666666665,3.2516666666666665,0.305,0.0,0.0
collateral_quarter,12.0,0.34,deception,t20_l0,family_shift,True,False,2.445,0.545,9.18,9.18,0.9275,0.0,0.0
collateral_quarter,12.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.9166666666666666,0.6666666666666666,0.3333333333333333,0.25,4.6875
collateral_quarter,12.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,12.5,9.5,1.0,3.0,3.5
collateral_quarter,12.0,0.67,revoke,t5_l0,test,True,True,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
collateral_quarter,12.0,0.67,revoke,t5_l0,family_shift,True,False,7.5,0.5,14.5,14.5,1.0,0.0,0.0
collateral_quarter,12.0,0.67,deception_silent,t5_l0,test,True,True,1.59375,0.885,6.858333333333333,6.858333333333333,0.6666666666666666,0.0,0.0
collateral_quarter,12.0,0.67,deception_silent,t5_l0,family_shift,True,False,1.675,0.7525,15.4825,15.4825,1.0,0.0,0.0
collateral_quarter,12.0,0.67,deception,t5_l0,test,True,True,1.59375,0.885,8.375,8.375,0.6666666666666666,0.0,0.0
collateral_quarter,12.0,0.67,deception,t5_l0,family_shift,True,False,1.675,0.7525,16.9675,16.9675,1.0,0.0,0.0
collateral_quarter,12.0,0.67,isolate,t5_l0,test,True,True,2.0,1.0,7.333333333333333,5.333333333333333,0.6666666666666666,2.0,5.0625
collateral_quarter,12.0,0.67,isolate,t5_l0,family_shift,True,False,2.0,1.0,19.0,14.5,1.0,4.5,4.625
collateral_one,0.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,0.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,0.0,0.34,deception_silent,,test,False,False,,,,,,,
collateral_one,0.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
collateral_one,0.0,0.34,deception,,test,False,False,,,,,,,
collateral_one,0.0,0.34,deception,,family_shift,False,False,,,,,,,
collateral_one,0.0,0.34,isolate,t12_l0,test,True,True,4.0,1.0,0.0,0.0,0.0,0.0,17.25
collateral_one,0.0,0.34,isolate,t12_l0,family_shift,True,False,4.5,1.0,8.0,3.5,0.5,4.5,11.5
collateral_one,0.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,0.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,0.0,0.67,deception_silent,,test,False,False,,,,,,,
collateral_one,0.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
collateral_one,0.0,0.67,deception,,test,False,False,,,,,,,
collateral_one,0.0,0.67,deception,,family_shift,False,False,,,,,,,
collateral_one,0.0,0.67,isolate,t12_l0,test,True,True,4.0,1.0,0.0,0.0,0.0,0.0,17.25
collateral_one,0.0,0.67,isolate,t12_l0,family_shift,True,False,4.5,1.0,8.0,3.5,0.5,4.5,11.5
collateral_one,1.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,1.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,1.0,0.34,deception_silent,,test,False,False,,,,,,,
collateral_one,1.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
collateral_one,1.0,0.34,deception,,test,False,False,,,,,,,
collateral_one,1.0,0.34,deception,,family_shift,False,False,,,,,,,
collateral_one,1.0,0.34,isolate,t8_l1,test,True,True,3.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,17.75
collateral_one,1.0,0.34,isolate,t8_l1,family_shift,True,False,4.0,1.0,19.5,8.5,1.0,11.0,13.0
collateral_one,1.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,1.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,1.0,0.67,deception_silent,,test,False,False,,,,,,,
collateral_one,1.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
collateral_one,1.0,0.67,deception,,test,False,False,,,,,,,
collateral_one,1.0,0.67,deception,,family_shift,False,False,,,,,,,
collateral_one,1.0,0.67,isolate,t8_l1,test,True,True,3.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,17.75
collateral_one,1.0,0.67,isolate,t8_l1,family_shift,True,False,4.0,1.0,19.5,8.5,1.0,11.0,13.0
collateral_one,3.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,3.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,3.0,0.34,deception_silent,t8_l1,test,True,True,8.15875,0.375,2.955,2.955,0.3333333333333333,0.0,0.0
collateral_one,3.0,0.34,deception_silent,t8_l1,family_shift,True,False,2.7625,0.4875,10.1975,10.1975,1.0,0.0,0.0
collateral_one,3.0,0.34,deception,t20_l1,test,True,True,8.40875,0.34375,2.9283333333333332,2.9283333333333332,0.305,0.0,0.0
collateral_one,3.0,0.34,deception,t20_l1,family_shift,True,False,3.335,0.435,8.2675,8.2675,0.9275,0.0,0.0
collateral_one,3.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,3.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,21.5,9.5,1.0,12.0,14.0
collateral_one,3.0,0.67,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,3.0,0.67,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,3.0,0.67,deception_silent,t8_l1,test,True,True,8.15875,0.375,2.955,2.955,0.3333333333333333,0.0,0.0
collateral_one,3.0,0.67,deception_silent,t8_l1,family_shift,True,False,2.7625,0.4875,10.1975,10.1975,1.0,0.0,0.0
collateral_one,3.0,0.67,deception,t20_l1,test,True,True,8.40875,0.34375,2.9283333333333332,2.9283333333333332,0.305,0.0,0.0
collateral_one,3.0,0.67,deception,t20_l1,family_shift,True,False,3.335,0.435,8.2675,8.2675,0.9275,0.0,0.0
collateral_one,3.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,3.0,0.67,isolate,t8_l0,family_shift,True,False,3.5,1.0,21.5,9.5,1.0,12.0,14.0
collateral_one,6.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,6.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,6.0,0.34,deception_silent,t8_l0,test,True,True,7.64375,0.47375,3.3066666666666666,3.3066666666666666,0.3333333333333333,0.0,0.0
collateral_one,6.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.31,0.5975,11.1975,11.1975,1.0,0.0,0.0
collateral_one,6.0,0.34,deception,t20_l0,test,True,True,7.865,0.41125,3.2516666666666665,3.2516666666666665,0.305,0.0,0.0
collateral_one,6.0,0.34,deception,t20_l0,family_shift,True,False,2.445,0.545,9.18,9.18,0.9275,0.0,0.0
collateral_one,6.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,6.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,21.5,9.5,1.0,12.0,14.0
collateral_one,6.0,0.67,revoke,t5_l0,test,True,True,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
collateral_one,6.0,0.67,revoke,t5_l0,family_shift,True,False,7.5,0.5,14.5,14.5,1.0,0.0,0.0
collateral_one,6.0,0.67,deception_silent,t5_l1,test,True,True,7.2625,0.55375,5.645,5.645,0.6666666666666666,0.0,0.0
collateral_one,6.0,0.67,deception_silent,t5_l1,family_shift,True,False,1.675,0.7525,14.4825,14.4825,1.0,0.0,0.0
collateral_one,6.0,0.67,deception,t12_l0,test,True,True,7.51375,0.47375,5.483333333333333,5.483333333333333,0.57,0.0,0.0
collateral_one,6.0,0.67,deception,t12_l0,family_shift,True,False,2.2,0.5975,13.6725,13.6725,0.995,0.0,0.0
collateral_one,6.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,6.0,0.67,isolate,t8_l0,family_shift,True,False,3.5,1.0,21.5,9.5,1.0,12.0,14.0
collateral_one,12.0,0.34,revoke,t12_l0,test,True,True,17.5,0.0,0.0,0.0,0.0,0.0,0.0
collateral_one,12.0,0.34,revoke,t12_l0,family_shift,True,False,9.5,0.0,3.5,3.5,0.5,0.0,0.0
collateral_one,12.0,0.34,deception_silent,t8_l0,test,True,True,7.64375,0.47375,3.3066666666666666,3.3066666666666666,0.3333333333333333,0.0,0.0
collateral_one,12.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.31,0.5975,11.1975,11.1975,1.0,0.0,0.0
collateral_one,12.0,0.34,deception,t20_l0,test,True,True,7.865,0.41125,3.2516666666666665,3.2516666666666665,0.305,0.0,0.0
collateral_one,12.0,0.34,deception,t20_l0,family_shift,True,False,2.445,0.545,9.18,9.18,0.9275,0.0,0.0
collateral_one,12.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,18.75
collateral_one,12.0,0.34,isolate,t8_l0,family_shift,True,False,3.5,1.0,21.5,9.5,1.0,12.0,14.0
collateral_one,12.0,0.67,revoke,t5_l0,test,True,True,5.5,0.75,5.333333333333333,5.333333333333333,0.6666666666666666,0.0,0.0
collateral_one,12.0,0.67,revoke,t5_l0,family_shift,True,False,7.5,0.5,14.5,14.5,1.0,0.0,0.0
collateral_one,12.0,0.67,deception_silent,t5_l0,test,True,True,1.59375,0.885,6.858333333333333,6.858333333333333,0.6666666666666666,0.0,0.0
collateral_one,12.0,0.67,deception_silent,t5_l0,family_shift,True,False,1.675,0.7525,15.4825,15.4825,1.0,0.0,0.0
collateral_one,12.0,0.67,deception,t5_l0,test,True,True,1.59375,0.885,8.375,8.375,0.6666666666666666,0.0,0.0
collateral_one,12.0,0.67,deception,t5_l0,family_shift,True,False,1.675,0.7525,16.9675,16.9675,1.0,0.0,0.0
collateral_one,12.0,0.67,isolate,t5_l1,test,True,True,2.75,1.0,12.0,4.666666666666667,0.6666666666666666,7.333333333333333,19.25
collateral_one,12.0,0.67,isolate,t5_l1,family_shift,True,False,2.5,1.0,30.5,13.5,1.0,17.0,17.5
background_empty,0.0,0.34,revoke,t12_l0,test,True,True,12.06625,0.01875,0.0,0.0,0.0,0.0,0.0
background_empty,0.0,0.34,revoke,t12_l0,family_shift,True,False,8.595,0.01,3.5,3.5,0.5,0.0,0.0
background_empty,0.0,0.34,deception_silent,,test,False,False,,,,,,,
background_empty,0.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
background_empty,0.0,0.34,deception,,test,False,False,,,,,,,
background_empty,0.0,0.34,deception,,family_shift,False,False,,,,,,,
background_empty,0.0,0.34,isolate,t12_l0,test,True,True,4.01875,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,0.0,0.34,isolate,t12_l0,family_shift,True,False,4.5,1.0,3.5,3.5,0.5,0.0,0.0
background_empty,0.0,0.67,revoke,t12_l0,test,True,True,12.06625,0.01875,0.0,0.0,0.0,0.0,0.0
background_empty,0.0,0.67,revoke,t12_l0,family_shift,True,False,8.595,0.01,3.5,3.5,0.5,0.0,0.0
background_empty,0.0,0.67,deception_silent,,test,False,False,,,,,,,
background_empty,0.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
background_empty,0.0,0.67,deception,,test,False,False,,,,,,,
background_empty,0.0,0.67,deception,,family_shift,False,False,,,,,,,
background_empty,0.0,0.67,isolate,t12_l0,test,True,True,4.01875,1.0,0.0,0.0,0.0,0.0,0.0
background_empty,0.0,0.67,isolate,t12_l0,family_shift,True,False,4.5,1.0,3.5,3.5,0.5,0.0,0.0
background_empty,1.0,0.34,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,1.0,0.34,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,1.0,0.34,deception_silent,,test,False,False,,,,,,,
background_empty,1.0,0.34,deception_silent,,family_shift,False,False,,,,,,,
background_empty,1.0,0.34,deception,,test,False,False,,,,,,,
background_empty,1.0,0.34,deception,,family_shift,False,False,,,,,,,
background_empty,1.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,1.0,0.34,isolate,t8_l0,family_shift,True,False,3.435,1.0,9.5,9.5,1.0,0.0,0.0
background_empty,1.0,0.67,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,1.0,0.67,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,1.0,0.67,deception_silent,,test,False,False,,,,,,,
background_empty,1.0,0.67,deception_silent,,family_shift,False,False,,,,,,,
background_empty,1.0,0.67,deception,,test,False,False,,,,,,,
background_empty,1.0,0.67,deception,,family_shift,False,False,,,,,,,
background_empty,1.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,1.0,0.67,isolate,t8_l0,family_shift,True,False,3.435,1.0,9.5,9.5,1.0,0.0,0.0
background_empty,3.0,0.34,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,3.0,0.34,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,3.0,0.34,deception_silent,t12_l0,test,True,True,5.905,0.365,1.6816666666666666,1.6816666666666666,0.11833333333333333,0.0,0.0
background_empty,3.0,0.34,deception_silent,t12_l0,family_shift,True,False,2.925,0.4525,5.8625,5.8625,0.5,0.0,0.0
background_empty,3.0,0.34,deception,t20_l1,test,True,True,6.49625,0.35875,2.97,2.97,0.31333333333333335,0.0,0.0
background_empty,3.0,0.34,deception,t20_l1,family_shift,True,False,3.245,0.44,8.2675,8.2675,0.9275,0.0,0.0
background_empty,3.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,3.0,0.34,isolate,t8_l0,family_shift,True,False,3.435,1.0,9.5,9.5,1.0,0.0,0.0
background_empty,3.0,0.67,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,3.0,0.67,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,3.0,0.67,deception_silent,t12_l0,test,True,True,5.905,0.365,1.6816666666666666,1.6816666666666666,0.11833333333333333,0.0,0.0
background_empty,3.0,0.67,deception_silent,t12_l0,family_shift,True,False,2.925,0.4525,5.8625,5.8625,0.5,0.0,0.0
background_empty,3.0,0.67,deception,t20_l1,test,True,True,6.49625,0.35875,2.97,2.97,0.31333333333333335,0.0,0.0
background_empty,3.0,0.67,deception,t20_l1,family_shift,True,False,3.245,0.44,8.2675,8.2675,0.9275,0.0,0.0
background_empty,3.0,0.67,isolate,t8_l0,test,True,True,3.0,1.0,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,3.0,0.67,isolate,t8_l0,family_shift,True,False,3.435,1.0,9.5,9.5,1.0,0.0,0.0
background_empty,6.0,0.34,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,6.0,0.34,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,6.0,0.34,deception_silent,t8_l0,test,True,True,4.89875,0.5375,3.3983333333333334,3.3983333333333334,0.3333333333333333,0.0,0.0
background_empty,6.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.145,0.61,11.1975,11.1975,1.0,0.0,0.0
background_empty,6.0,0.34,deception,t20_l0,test,True,True,5.81,0.4275,3.296666666666667,3.296666666666667,0.31333333333333335,0.0,0.0
background_empty,6.0,0.34,deception,t20_l0,family_shift,True,False,2.4,0.55,9.18,9.18,0.9275,0.0,0.0
background_empty,6.0,0.34,isolate,t8_l0,test,True,True,3.0,1.0,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,6.0,0.34,isolate,t8_l0,family_shift,True,False,3.435,1.0,9.5,9.5,1.0,0.0,0.0
background_empty,6.0,0.67,revoke,t5_l0,test,True,True,4.62375,0.75,5.366666666666666,5.366666666666666,0.6666666666666666,0.0,0.0
background_empty,6.0,0.67,revoke,t5_l0,family_shift,True,False,6.6275,0.5,14.5,14.5,1.0,0.0,0.0
background_empty,6.0,0.67,deception_silent,t5_l1,test,True,True,4.56625,0.60625,5.651666666666666,5.651666666666666,0.6666666666666666,0.0,0.0
background_empty,6.0,0.67,deception_silent,t5_l1,family_shift,True,False,1.5475,0.7525,14.4825,14.4825,1.0,0.0,0.0
background_empty,6.0,0.67,deception,t12_l0,test,True,True,5.09875,0.49125,5.523333333333333,5.523333333333333,0.57,0.0,0.0
background_empty,6.0,0.67,deception,t12_l0,family_shift,True,False,2.0525,0.6025,13.6725,13.6725,0.995,0.0,0.0
background_empty,6.0,0.67,isolate,t5_l0,test,True,True,2.0,1.0,5.366666666666666,5.366666666666666,0.6666666666666666,0.0,0.0
background_empty,6.0,0.67,isolate,t5_l0,family_shift,True,False,2.0,1.0,14.5,14.5,1.0,0.0,0.0
background_empty,12.0,0.34,revoke,t8_l0,test,True,True,11.34,0.12375,0.8116666666666666,0.8116666666666666,0.3333333333333333,0.0,0.0
background_empty,12.0,0.34,revoke,t8_l0,family_shift,True,False,8.4125,0.065,9.5,9.5,1.0,0.0,0.0
background_empty,12.0,0.34,deception_silent,t8_l0,test,True,True,4.89875,0.5375,3.3983333333333334,3.3983333333333334,0.3333333333333333,0.0,0.0
background_empty,12.0,0.34,deception_silent,t8_l0,family_shift,True,False,2.145,0.61,11.1975,11.1975,1.0,0.0,0.0
background_empty,12.0,0.34,deception,t20_l0,test,True,True,5.81,0.4275,3.296666666666667,3.296666666666667,0.31333333333333335,0.0,0.0
background_empty,12.0,0.34,deception,t20_l0,family_shift,True,False,2.4,0.55,9.18,9.18,0.9275,0.0,0.0
