environment,split,budget,alert_limit,silent_candidate,signal_candidate,calibration_feasible,heldout_both_feasible,metric,difference,ci_low,ci_high,seeds
collateral_one,family_shift,3.0,0.67,t8_l1,t20_l1,True,False,benign_cost,-1.93,-2.175,-1.6800000000000002,200
collateral_one,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.195,200
collateral_one,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
collateral_one,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.28,-1.7600000000000002,200
collateral_one,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,harm,0.525,0.4299375,0.63,200
collateral_one,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,containment,-0.155,-0.1875,-0.12249999999999998,200
collateral_one,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,benign_cost,-0.81,-1.0900000000000003,-0.5224374999999999,200
collateral_one,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.195,200
collateral_one,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
collateral_one,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.28,-1.7600000000000002,200
collateral_one,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
collateral_one,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
collateral_one,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,1.485,1.3400000000000003,1.6275,200
background_empty,test,0.0,0.34,,,False,False,harm,,,,200
background_empty,test,0.0,0.34,,,False,False,containment,,,,200
background_empty,test,0.0,0.34,,,False,False,benign_cost,,,,200
background_empty,test,0.0,0.67,,,False,False,harm,,,,200
background_empty,test,0.0,0.67,,,False,False,containment,,,,200
background_empty,test,0.0,0.67,,,False,False,benign_cost,,,,200
background_empty,test,1.0,0.34,,,False,False,harm,,,,200
background_empty,test,1.0,0.34,,,False,False,containment,,,,200
background_empty,test,1.0,0.34,,,False,False,benign_cost,,,,200
background_empty,test,1.0,0.67,,,False,False,harm,,,,200
background_empty,test,1.0,0.67,,,False,False,containment,,,,200
background_empty,test,1.0,0.67,,,False,False,benign_cost,,,,200
background_empty,test,3.0,0.34,t12_l0,t20_l1,True,True,harm,0.59125,0.41121875,0.7837812499999999,200
background_empty,test,3.0,0.34,t12_l0,t20_l1,True,True,containment,-0.00625,-0.0125,-0.00125,200
background_empty,test,3.0,0.34,t12_l0,t20_l1,True,True,benign_cost,1.2883333333333333,1.175,1.3967083333333332,200
background_empty,test,3.0,0.67,t12_l0,t20_l1,True,True,harm,0.59125,0.41121875,0.7837812499999999,200
background_empty,test,3.0,0.67,t12_l0,t20_l1,True,True,containment,-0.00625,-0.0125,-0.00125,200
background_empty,test,3.0,0.67,t12_l0,t20_l1,True,True,benign_cost,1.2883333333333333,1.175,1.3967083333333332,200
background_empty,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,0.91125,0.71371875,1.1125,200
background_empty,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.11,-0.13125,-0.09,200
background_empty,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.10166666666666667,-0.165,-0.04162499999999999,200
background_empty,test,6.0,0.67,t5_l1,t12_l0,True,True,harm,0.5325,0.40871874999999996,0.6875,200
background_empty,test,6.0,0.67,t5_l1,t12_l0,True,True,containment,-0.115,-0.13625000000000004,-0.095,200
background_empty,test,6.0,0.67,t5_l1,t12_l0,True,True,benign_cost,-0.12833333333333333,-0.37345833333333334,0.10499999999999998,200
background_empty,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,0.91125,0.71371875,1.1125,200
background_empty,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.11,-0.13125,-0.09,200
background_empty,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.10166666666666667,-0.165,-0.04162499999999999,200
background_empty,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
background_empty,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
background_empty,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,1.4966666666666666,1.3416666666666666,1.6534166666666668,200
background_empty,family_shift,0.0,0.34,,,False,False,harm,,,,200
background_empty,family_shift,0.0,0.34,,,False,False,containment,,,,200
background_empty,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
background_empty,family_shift,0.0,0.67,,,False,False,harm,,,,200
background_empty,family_shift,0.0,0.67,,,False,False,containment,,,,200
background_empty,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
background_empty,family_shift,1.0,0.34,,,False,False,harm,,,,200
background_empty,family_shift,1.0,0.34,,,False,False,containment,,,,200
background_empty,family_shift,1.0,0.34,,,False,False,benign_cost,,,,200
background_empty,family_shift,1.0,0.67,,,False,False,harm,,,,200
background_empty,family_shift,1.0,0.67,,,False,False,containment,,,,200
background_empty,family_shift,1.0,0.67,,,False,False,benign_cost,,,,200
background_empty,family_shift,3.0,0.34,t12_l0,t20_l1,True,False,harm,0.32,0.1549375,0.485,200
background_empty,family_shift,3.0,0.34,t12_l0,t20_l1,True,False,containment,-0.0125,-0.0225625,-0.0025,200
background_empty,family_shift,3.0,0.34,t12_l0,t20_l1,True,False,benign_cost,2.405,2.1649374999999997,2.66,200
background_empty,family_shift,3.0,0.67,t12_l0,t20_l1,True,False,harm,0.32,0.1549375,0.485,200
background_empty,family_shift,3.0,0.67,t12_l0,t20_l1,True,False,containment,-0.0125,-0.0225625,-0.0025,200
background_empty,family_shift,3.0,0.67,t12_l0,t20_l1,True,False,benign_cost,2.405,2.1649374999999997,2.66,200
background_empty,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.255,0.175,0.3375,200
background_empty,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.06,-0.085,-0.0375,200
background_empty,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2900625000000003,-1.7675,200
background_empty,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,harm,0.505,0.41,0.61,200
background_empty,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,containment,-0.15,-0.1825,-0.11749999999999998,200
background_empty,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,benign_cost,-0.81,-1.1200625000000002,-0.51,200
background_empty,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.255,0.175,0.3375,200
background_empty,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.06,-0.085,-0.0375,200
background_empty,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2900625000000003,-1.7675,200
background_empty,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
background_empty,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
background_empty,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,1.485,1.33,1.64,200
recognition_half,test,0.0,0.34,,,False,False,harm,,,,200
recognition_half,test,0.0,0.34,,,False,False,containment,,,,200
recognition_half,test,0.0,0.34,,,False,False,benign_cost,,,,200
recognition_half,test,0.0,0.67,,,False,False,harm,,,,200
recognition_half,test,0.0,0.67,,,False,False,containment,,,,200
recognition_half,test,0.0,0.67,,,False,False,benign_cost,,,,200
recognition_half,test,1.0,0.34,,,False,False,harm,,,,200
recognition_half,test,1.0,0.34,,,False,False,containment,,,,200
recognition_half,test,1.0,0.34,,,False,False,benign_cost,,,,200
recognition_half,test,1.0,0.67,,,False,False,harm,,,,200
recognition_half,test,1.0,0.67,,,False,False,containment,,,,200
recognition_half,test,1.0,0.67,,,False,False,benign_cost,,,,200
recognition_half,test,3.0,0.34,t8_l0,t20_l1,True,True,harm,0.535,0.41,0.67753125,200
recognition_half,test,3.0,0.34,t8_l0,t20_l1,True,True,containment,-0.08,-0.10125000000000002,-0.06,200
recognition_half,test,3.0,0.34,t8_l0,t20_l1,True,True,benign_cost,0.135,0.031666666666666676,0.2316666666666667,200
recognition_half,test,3.0,0.67,t8_l0,t20_l1,True,True,harm,0.535,0.41,0.67753125,200
recognition_half,test,3.0,0.67,t8_l0,t20_l1,True,True,containment,-0.08,-0.10125000000000002,-0.06,200
recognition_half,test,3.0,0.67,t8_l0,t20_l1,True,True,benign_cost,0.135,0.031666666666666676,0.2316666666666667,200
recognition_half,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,0.29875,0.19871875,0.4025,200
recognition_half,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
recognition_half,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,0.5866666666666667,0.45499999999999996,0.7216666666666667,200
recognition_half,test,6.0,0.67,t5_l1,t12_l0,True,True,harm,0.28875,0.2225,0.35625,200
recognition_half,test,6.0,0.67,t5_l1,t12_l0,True,True,containment,-0.08,-0.09625,-0.06375,200
recognition_half,test,6.0,0.67,t5_l1,t12_l0,True,True,benign_cost,-0.6,-0.8134166666666666,-0.39333333333333337,200
recognition_half,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,0.29875,0.19871875,0.4025,200
recognition_half,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
recognition_half,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,0.5866666666666667,0.45499999999999996,0.7216666666666667,200
recognition_half,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
recognition_half,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
recognition_half,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,1.5566666666666666,1.4049583333333335,1.7150416666666668,200
recognition_half,family_shift,0.0,0.34,,,False,False,harm,,,,200
recognition_half,family_shift,0.0,0.34,,,False,False,containment,,,,200
recognition_half,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
recognition_half,family_shift,0.0,0.67,,,False,False,harm,,,,200
recognition_half,family_shift,0.0,0.67,,,False,False,containment,,,,200
recognition_half,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
recognition_half,family_shift,1.0,0.34,,,False,False,harm,,,,200
recognition_half,family_shift,1.0,0.34,,,False,False,containment,,,,200
recognition_half,family_shift,1.0,0.34,,,False,False,benign_cost,,,,200
recognition_half,family_shift,1.0,0.67,,,False,False,harm,,,,200
recognition_half,family_shift,1.0,0.67,,,False,False,containment,,,,200
recognition_half,family_shift,1.0,0.67,,,False,False,benign_cost,,,,200
recognition_half,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,harm,0.3625,0.2425,0.4925625,200
recognition_half,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,containment,-0.07,-0.0975,-0.045,200
recognition_half,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,benign_cost,-2.93,-3.1925,-2.6800000000000006,200
recognition_half,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,harm,0.3625,0.2425,0.4925625,200
recognition_half,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,containment,-0.07,-0.0975,-0.045,200
recognition_half,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,benign_cost,-2.93,-3.1925,-2.6800000000000006,200
recognition_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.1375,0.08493750000000001,0.195,200
recognition_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
recognition_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2775,-1.7424374999999999,200
recognition_half,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,harm,0.53,0.4375,0.6375624999999999,200
recognition_half,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,containment,-0.155,-0.1875,-0.12249999999999998,200
recognition_half,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,benign_cost,-0.81,-1.1225,-0.5074374999999999,200
recognition_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.1375,0.08493750000000001,0.195,200
recognition_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
recognition_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2775,-1.7424374999999999,200
recognition_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
recognition_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
recognition_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,1.485,1.3375,1.6325625000000001,200
patience_four,test,0.0,0.34,,,False,False,harm,,,,200
patience_four,test,0.0,0.34,,,False,False,containment,,,,200
patience_four,test,0.0,0.34,,,False,False,benign_cost,,,,200
patience_four,test,0.0,0.67,,,False,False,harm,,,,200
patience_four,test,0.0,0.67,,,False,False,containment,,,,200
patience_four,test,0.0,0.67,,,False,False,benign_cost,,,,200
patience_four,test,1.0,0.34,,,False,False,harm,,,,200
patience_four,test,1.0,0.34,,,False,False,containment,,,,200
patience_four,test,1.0,0.34,,,False,False,benign_cost,,,,200
patience_four,test,1.0,0.67,,,False,False,harm,,,,200
patience_four,test,1.0,0.67,,,False,False,containment,,,,200
patience_four,test,1.0,0.67,,,False,False,benign_cost,,,,200
patience_four,test,3.0,0.34,t8_l0,t20_l1,True,True,harm,0.37125,0.2575,0.49749999999999994,200
patience_four,test,3.0,0.34,t8_l0,t20_l1,True,True,containment,-0.0625,-0.08,-0.04375,200
patience_four,test,3.0,0.34,t8_l0,t20_l1,True,True,benign_cost,0.565,0.44662499999999994,0.6900416666666666,200
patience_four,test,3.0,0.67,t8_l0,t20_l1,True,True,harm,0.37125,0.2575,0.49749999999999994,200
patience_four,test,3.0,0.67,t8_l0,t20_l1,True,True,containment,-0.0625,-0.08,-0.04375,200
patience_four,test,3.0,0.67,t8_l0,t20_l1,True,True,benign_cost,0.565,0.44662499999999994,0.6900416666666666,200
patience_four,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,0.36,0.2475,0.4875,200
patience_four,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08,-0.045,200
patience_four,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,0.87,0.7283333333333333,1.0083333333333335,200
patience_four,test,6.0,0.67,t5_l1,t12_l0,True,True,harm,0.29625,0.23371875000000003,0.36503125000000003,200
patience_four,test,6.0,0.67,t5_l1,t12_l0,True,True,containment,-0.08,-0.09625,-0.06375,200
patience_four,test,6.0,0.67,t5_l1,t12_l0,True,True,benign_cost,-0.7983333333333333,-1.0067083333333335,-0.5999583333333333,200
patience_four,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,0.36,0.2475,0.4875,200
patience_four,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08,-0.045,200
patience_four,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,0.87,0.7283333333333333,1.0083333333333335,200
patience_four,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
patience_four,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
patience_four,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,1.57,1.411625,1.7367499999999996,200
patience_four,family_shift,0.0,0.34,,,False,False,harm,,,,200
patience_four,family_shift,0.0,0.34,,,False,False,containment,,,,200
patience_four,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
patience_four,family_shift,0.0,0.67,,,False,False,harm,,,,200
patience_four,family_shift,0.0,0.67,,,False,False,containment,,,,200
patience_four,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
patience_four,family_shift,1.0,0.34,,,False,False,harm,,,,200
patience_four,family_shift,1.0,0.34,,,False,False,containment,,,,200
patience_four,family_shift,1.0,0.34,,,False,False,benign_cost,,,,200
patience_four,family_shift,1.0,0.67,,,False,False,harm,,,,200
patience_four,family_shift,1.0,0.67,,,False,False,containment,,,,200
patience_four,family_shift,1.0,0.67,,,False,False,benign_cost,,,,200
patience_four,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,harm,0.1375,0.0825,0.1950625,200
patience_four,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,containment,-0.0525,-0.07249999999999998,-0.0325,200
patience_four,family_shift,3.0,0.34,t8_l0,t20_l1,True,False,benign_cost,-2.93,-3.1701249999999996,-2.6875,200
patience_four,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,harm,0.1375,0.0825,0.1950625,200
patience_four,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,containment,-0.0525,-0.07249999999999998,-0.0325,200
patience_four,family_shift,3.0,0.67,t8_l0,t20_l1,True,False,benign_cost,-2.93,-3.1701249999999996,-2.6875,200
patience_four,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.1375,0.0825,0.1975,200
patience_four,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
patience_four,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2750624999999998,-1.7549999999999997,200
patience_four,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,harm,0.53,0.4325,0.635,200
patience_four,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,containment,-0.155,-0.1875,-0.12249999999999998,200
patience_four,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,benign_cost,-0.81,-1.1250624999999999,-0.52,200
patience_four,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.1375,0.0825,0.1975,200
patience_four,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
patience_four,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.0175,-2.2750624999999998,-1.7549999999999997,200
patience_four,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
patience_four,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
patience_four,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,1.485,1.3400000000000003,1.6324999999999998,200
avoidance_half,test,0.0,0.34,,,False,False,harm,,,,200
avoidance_half,test,0.0,0.34,,,False,False,containment,,,,200
avoidance_half,test,0.0,0.34,,,False,False,benign_cost,,,,200
avoidance_half,test,0.0,0.67,,,False,False,harm,,,,200
avoidance_half,test,0.0,0.67,,,False,False,containment,,,,200
avoidance_half,test,0.0,0.67,,,False,False,benign_cost,,,,200
avoidance_half,test,1.0,0.34,t12_l0,t1000_l0,True,True,harm,3.61125,3.3824999999999994,3.84875,200
avoidance_half,test,1.0,0.34,t12_l0,t1000_l0,True,True,containment,-0.14875,-0.17128125000000002,-0.12625,200
avoidance_half,test,1.0,0.34,t12_l0,t1000_l0,True,True,benign_cost,-0.06,-0.08666666666666664,-0.03333333333333334,200
avoidance_half,test,1.0,0.67,t12_l0,t1000_l0,True,True,harm,3.61125,3.3824999999999994,3.84875,200
avoidance_half,test,1.0,0.67,t12_l0,t1000_l0,True,True,containment,-0.14875,-0.17128125000000002,-0.12625,200
avoidance_half,test,1.0,0.67,t12_l0,t1000_l0,True,True,benign_cost,-0.06,-0.08666666666666664,-0.03333333333333334,200
avoidance_half,test,3.0,0.34,t8_l0,t20_l0,True,True,harm,0.265,0.17246874999999998,0.36878125,200
avoidance_half,test,3.0,0.34,t8_l0,t20_l0,True,True,containment,-0.05,-0.06625,-0.035,200
avoidance_half,test,3.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.37166666666666665,-0.42000000000000004,-0.325,200
avoidance_half,test,3.0,0.67,t8_l0,t12_l1,True,True,harm,-0.02375,-0.035,-0.013750000000000002,200
avoidance_half,test,3.0,0.67,t8_l0,t12_l1,True,True,containment,0.0,0.0,0.0,200
avoidance_half,test,3.0,0.67,t8_l0,t12_l1,True,True,benign_cost,0.4083333333333333,0.26825000000000004,0.5500416666666668,200
avoidance_half,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,0.265,0.17246874999999998,0.36878125,200
avoidance_half,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.05,-0.06625,-0.035,200
avoidance_half,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.37166666666666665,-0.42000000000000004,-0.325,200
avoidance_half,test,6.0,0.67,t5_l0,t12_l0,True,False,harm,7.6225,7.38109375,7.877531250000001,200
avoidance_half,test,6.0,0.67,t5_l0,t12_l0,True,False,containment,-0.57,-0.5925,-0.5475,200
avoidance_half,test,6.0,0.67,t5_l0,t12_l0,True,False,benign_cost,-2.945,-3.1949999999999994,-2.6866250000000003,200
avoidance_half,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,0.265,0.17246874999999998,0.36878125,200
avoidance_half,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.05,-0.06625,-0.035,200
avoidance_half,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.37166666666666665,-0.42000000000000004,-0.325,200
avoidance_half,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_half,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_half,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,0.9533333333333334,0.8049583333333334,1.106666666666667,200
avoidance_half,family_shift,0.0,0.34,,,False,False,harm,,,,200
avoidance_half,family_shift,0.0,0.34,,,False,False,containment,,,,200
avoidance_half,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
avoidance_half,family_shift,0.0,0.67,,,False,False,harm,,,,200
avoidance_half,family_shift,0.0,0.67,,,False,False,containment,,,,200
avoidance_half,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
avoidance_half,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,harm,1.6375,1.4299374999999999,1.8575624999999998,200
avoidance_half,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,containment,-0.18,-0.215,-0.1475,200
avoidance_half,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,benign_cost,-3.3125,-3.35,-3.2725,200
avoidance_half,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,harm,1.6375,1.4299374999999999,1.8575624999999998,200
avoidance_half,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,containment,-0.18,-0.215,-0.1475,200
avoidance_half,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,benign_cost,-3.3125,-3.35,-3.2725,200
avoidance_half,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,harm,0.1225,0.07,0.18,200
avoidance_half,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0425,-0.0625,-0.025,200
avoidance_half,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.05,-5.3925,-4.7325,200
avoidance_half,family_shift,3.0,0.67,t8_l0,t12_l1,True,False,harm,0.0,0.0,0.0,200
avoidance_half,family_shift,3.0,0.67,t8_l0,t12_l1,True,False,containment,0.0,0.0,0.0,200
avoidance_half,family_shift,3.0,0.67,t8_l0,t12_l1,True,False,benign_cost,-0.6525,-1.0351249999999999,-0.27487500000000004,200
avoidance_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.1225,0.07,0.18,200
avoidance_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0425,-0.0625,-0.025,200
avoidance_half,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.05,-5.3925,-4.7325,200
avoidance_half,family_shift,6.0,0.67,t5_l0,t12_l0,True,False,harm,1.1225,0.9975000000000002,1.2425624999999998,200
avoidance_half,family_shift,6.0,0.67,t5_l0,t12_l0,True,False,containment,-0.31,-0.3425,-0.2775,200
avoidance_half,family_shift,6.0,0.67,t5_l0,t12_l0,True,False,benign_cost,-4.3375,-4.7400625000000005,-3.9424374999999996,200
avoidance_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.1225,0.07,0.18,200
avoidance_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0425,-0.0625,-0.025,200
avoidance_half,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.05,-5.3925,-4.7325,200
avoidance_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_half,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,0.83,0.675,0.9875,200
avoidance_all,test,0.0,0.34,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,0.0,0.34,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,0.0,0.34,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,0.0,0.67,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,0.0,0.67,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,0.0,0.67,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.34,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.34,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.34,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.67,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.67,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,1.0,0.67,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.34,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.34,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.34,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.67,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.67,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,3.0,0.67,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.34,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.34,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.34,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,6.0,0.67,t5_l0,t5_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,12.0,0.34,t12_l0,t12_l0,True,True,harm,0.0,0.0,0.0,200
avoidance_all,test,12.0,0.34,t12_l0,t12_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,12.0,0.34,t12_l0,t12_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
